Consumer_Email_Key,Consumer_Email_Last_Update_Source_System_Key,Consumer_Email_Last_Opt_In_Opt_Out_Update_Source_System_Key,Consumer_Key,Consumer_Email_Type_Code_Key,Consumer_Email_Record_Valid_From_Date,Consumer_Email_Record_Valid_To_Date,Consumer_Email_Address_Name,Consumer_Email_Current_Record_Indicator,Consumer_Email_Technical_Validity_Indicator,Consumer_Email_Opt_In_Opt_Out_Indicator,Consumer_Email_Opt_In_Opt_Out_Update_Date,Consumer_Email_Source_Last_Update_Date,Consumer_Email_Ip_Location_Name,Consumer_Email_Melissa_Result_Code,Consumer_Email_Melissa_Quality_Score_Code,Consumer_Email_Melissa_Deliverability_Confidence_Score_Number,Consumer_Email_Melissa_Privacy_Indicator,Consumer_Email_Last_Click_Timestamp,Consumer_Email_Subscription_Date,Consumer_Email_Record_Created_Timestamp,Consumer_Email_Record_Modified_Timestamp
714,798,972,5898343,130,2022-04-27,2023-10-27,frankmorgan@example.com,1,0,0,2022-01-09,2022-08-16,88.104.43.176,null,Valid,432,1,2021-03-15 00:00:00.000000,2021-10-29,2022-03-13 16:22:00.377481,2023-09-03 17:51:33.701638
16,121,393,5903727,121,2023-02-01,2023-06-08,paula77@example.com,0,1,0,2022-08-06,2023-06-27,220.114.182.156,null,Valid,429,1,2022-02-08 00:00:00.000000,2023-07-01,2022-09-24 14:07:43.473417,2023-03-31 23:51:35.681565
429,466,306,5907703,945,2021-12-29,2023-01-09,johngarza@example.org,1,1,1,2023-08-11,2021-08-09,173.104.133.203,null,Valid,855,0,2023-04-16 00:00:00.000000,2022-08-03,2023-07-14 23:34:38.800039,2024-01-19 10:29:31.204566
114,562,571,5924540,280,2022-04-13,2023-10-31,kimberlydavis@example.com,0,1,1,2022-04-11,2023-02-01,65.209.212.250,null,Valid,931,1,2021-11-28 00:00:00.000000,2021-10-07,2021-05-21 10:04:47.025907,2023-07-04 09:38:26.164208
530,739,720,5948718,950,2022-04-22,2023-09-27,danielle10@example.org,1,1,1,2022-10-01,2022-05-12,5.43.171.82,null,Suspicious,95,0,2022-03-03 00:00:00.000000,2023-01-26,2022-01-24 09:00:34.981347,2022-07-13 08:42:43.693304
552,232,720,5961250,538,2022-03-24,2023-09-14,hmoore@example.net,1,1,0,2023-04-28,2024-01-01,77.39.216.212,null,Valid,70,0,2021-12-16 00:00:00.000000,2022-10-08,2022-10-25 02:44:57.178907,2023-04-22 23:05:47.200255
993,34,792,5974517,680,2021-01-24,2022-12-02,gracebradford@example.org,0,1,1,2022-09-29,2023-10-06,53.71.232.23,null,Valid,512,1,2022-07-18 00:00:00.000000,2022-03-30,2021-07-16 14:55:49.807273,2022-08-28 14:24:02.369837
197,979,170,5978397,588,2022-01-22,2022-06-16,josepharnold@example.org,0,1,1,2023-07-28,2022-02-04,41.184.41.51,null,Valid,866,0,2022-04-20 00:00:00.000000,2023-05-09,2022-12-07 09:12:06.836920,2023-12-26 06:58:12.551850
935,309,961,5985518,260,2023-11-16,2023-12-03,woodrandy@example.com,0,1,1,2022-12-14,2021-05-11,103.207.83.10,null,Invalid,401,1,2023-05-02 00:00:00.000000,2023-04-06,2024-01-21 08:52:51.816661,2024-01-24 02:40:45.963272
359,175,26,5993547,347,2022-10-13,2023-09-07,wbishop@example.net,0,0,1,2022-05-25,2023-03-05,165.116.149.34,null,Valid,534,0,2022-03-03 00:00:00.000000,2023-10-01,2021-04-10 16:04:21.309639,2022-02-27 15:52:02.501534
984,962,425,5995078,165,2023-05-06,2023-07-28,james68@example.net,1,0,0,2023-12-11,2022-05-20,219.176.133.41,null,Valid,474,0,2022-02-05 00:00:00.000000,2023-09-30,2021-12-10 11:48:08.611118,2023-08-16 00:39:25.022947
300,342,282,6000034,445,2022-08-07,2023-07-07,sue22@example.org,1,0,1,2023-08-26,2021-03-07,86.170.53.3,null,Invalid,715,1,2022-12-15 00:00:00.000000,2022-01-23,2023-12-27 08:36:16.964996,2023-12-31 00:11:09.939733
954,380,515,6010391,797,2021-06-25,2022-12-03,millerbrandon@example.com,1,1,1,2023-11-11,2022-12-02,213.7.158.90,null,Valid,221,1,2023-12-14 00:00:00.000000,2023-03-20,2022-09-21 05:33:21.669131,2023-06-10 15:41:10.993306
461,248,942,6010480,913,2022-01-31,2023-03-10,jennifer45@example.com,1,1,1,2021-11-09,2021-12-27,180.48.170.119,null,Invalid,88,1,2021-04-17 00:00:00.000000,2021-04-15,2021-06-27 07:04:16.332788,2023-05-10 06:43:18.164209
388,576,275,6033148,253,2023-09-03,2023-09-08,jenkinswilliam@example.com,1,0,0,2022-08-31,2023-07-13,49.116.226.131,null,Invalid,950,1,2021-02-23 00:00:00.000000,2021-07-14,2021-11-01 03:06:38.460852,2023-04-02 19:20:05.729236
890,505,921,6041797,657,2023-08-18,2023-11-07,fullercindy@example.com,0,1,1,2022-07-15,2023-10-06,133.79.108.6,null,Valid,579,1,2022-05-21 00:00:00.000000,2021-04-23,2022-07-31 21:11:39.883213,2022-09-14 06:31:04.500942
746,229,856,6056318,563,2021-03-27,2021-06-15,brittany88@example.com,1,0,0,2022-12-24,2023-08-05,182.190.170.245,null,Valid,297,1,2021-05-19 00:00:00.000000,2021-02-06,2022-12-11 15:48:07.902657,2023-06-26 04:27:14.989501
844,894,993,6059703,775,2023-02-14,2023-06-26,aboyd@example.com,1,0,0,2022-09-07,2022-01-01,128.63.22.153,null,Valid,811,1,2022-09-30 00:00:00.000000,2022-01-17,2021-11-15 13:55:42.594964,2023-01-23 07:38:29.737788
201,943,912,6076858,26,2021-11-03,2022-02-23,angela58@example.net,0,0,0,2023-05-21,2023-12-24,55.189.143.27,null,Valid,80,0,2021-12-01 00:00:00.000000,2021-07-13,2021-03-12 05:47:14.296168,2022-09-10 00:47:07.154780
712,569,733,6112567,270,2023-08-07,2023-12-17,owhite@example.net,1,0,1,2023-08-14,2023-06-20,55.192.1.161,null,Invalid,223,0,2023-05-05 00:00:00.000000,2023-04-23,2022-06-11 23:31:40.479537,2023-08-02 06:34:53.195970
354,55,311,6121372,684,2021-07-31,2023-01-09,hernandezmike@example.com,1,0,1,2022-06-21,2021-02-12,33.89.45.233,null,Valid,447,1,2023-02-12 00:00:00.000000,2023-03-11,2022-09-08 12:54:20.008363,2023-12-10 03:35:58.907310
731,157,356,6124204,787,2021-11-24,2022-10-10,ayoung@example.net,0,0,0,2023-04-17,2023-08-29,64.116.105.213,null,Valid,603,1,2021-05-10 00:00:00.000000,2021-02-14,2022-06-25 04:27:53.961557,2023-07-09 16:13:27.236851
68,156,369,6137407,750,2021-09-02,2022-10-03,ylopez@example.net,1,1,0,2022-11-16,2023-02-03,214.114.79.115,null,Valid,629,1,2021-02-04 00:00:00.000000,2023-11-26,2022-12-06 11:19:12.739672,2023-01-22 19:15:28.528789
515,258,380,6150221,379,2023-07-10,2023-08-23,jamessummers@example.com,0,1,1,2021-05-17,2022-07-09,26.5.101.253,null,Valid,378,1,2023-04-07 00:00:00.000000,2022-03-13,2023-03-23 13:33:29.940310,2023-06-15 01:48:35.767353
134,959,553,6151058,809,2023-11-28,2024-01-13,knelson@example.org,1,1,1,2022-12-18,2023-03-07,148.237.118.200,null,Valid,987,0,2021-02-07 00:00:00.000000,2021-11-23,2022-02-28 20:57:20.987575,2023-05-25 02:36:46.919191
406,86,922,6155141,941,2023-01-26,2023-02-23,samuelkelley@example.org,0,1,0,2022-06-20,2023-09-20,169.115.83.170,null,Valid,325,1,2021-12-05 00:00:00.000000,2021-05-11,2022-11-10 04:07:18.739375,2023-11-15 05:52:15.935050
833,320,468,6165507,968,2022-11-21,2023-09-12,carmenweaver@example.net,1,1,0,2023-02-09,2023-05-23,104.193.211.254,null,Valid,180,0,2021-04-28 00:00:00.000000,2023-01-26,2024-01-06 20:03:45.834488,2024-01-15 17:54:13.157559
170,382,898,6179287,618,2021-06-17,2022-11-09,david37@example.org,0,0,1,2021-07-31,2021-02-20,222.94.18.69,null,Valid,35,0,2022-01-02 00:00:00.000000,2023-03-06,2021-04-01 06:34:17.001370,2021-08-17 02:55:56.497223
263,195,364,6189265,338,2023-06-06,2024-01-08,blevinsjennifer@example.net,1,1,0,2022-01-20,2021-03-22,45.144.89.83,null,Invalid,905,1,2021-02-08 00:00:00.000000,2023-10-10,2022-01-12 11:40:18.060153,2022-04-22 09:46:33.114542
362,341,656,6223900,802,2022-10-23,2023-06-28,lisadavis@example.org,0,0,0,2022-08-16,2022-08-07,39.206.175.173,null,Valid,516,0,2021-12-09 00:00:00.000000,2023-01-05,2023-01-10 10:22:20.836742,2023-07-12 17:14:37.040250
257,889,478,6247068,319,2022-12-10,2023-10-21,andreataylor@example.com,0,0,0,2021-12-27,2021-10-30,5.88.253.4,null,Valid,814,0,2023-03-10 00:00:00.000000,2023-03-17,2023-05-02 04:30:25.649533,2023-11-18 21:49:46.697126
842,209,345,6269027,728,2022-09-06,2024-01-19,phillipmartinez@example.net,0,1,1,2023-10-12,2021-06-24,183.101.99.60,null,Valid,49,1,2023-03-18 00:00:00.000000,2022-09-20,2022-10-05 02:14:16.936014,2023-09-26 21:09:55.824060
708,681,473,6286346,692,2023-10-23,2023-11-17,xwilliams@example.net,0,0,0,2022-08-14,2022-01-10,73.119.171.47,null,Valid,952,1,2023-09-05 00:00:00.000000,2023-10-20,2023-11-22 21:42:58.437048,2024-01-15 17:13:15.507231
281,659,692,6294642,517,2021-03-28,2022-05-08,brittany60@example.com,0,0,1,2021-08-10,2021-02-13,45.72.0.95,null,Valid,576,0,2023-09-17 00:00:00.000000,2023-04-13,2022-02-21 15:22:50.373170,2023-09-26 11:47:31.550465
122,985,25,6326359,667,2021-03-30,2022-08-13,hollymontgomery@example.com,0,1,1,2021-09-13,2022-06-18,144.104.214.228,null,Invalid,177,0,2022-10-03 00:00:00.000000,2023-07-30,2022-11-02 10:50:43.329937,2023-11-21 17:57:22.899809
609,349,873,6329982,426,2023-07-14,2023-09-01,laurayoung@example.com,1,1,0,2022-07-15,2022-08-26,97.32.137.231,null,Valid,837,0,2023-10-24 00:00:00.000000,2023-07-26,2023-06-12 16:44:54.943554,2023-10-18 18:51:02.008791
364,513,509,6331112,750,2022-02-28,2022-10-12,mbowen@example.org,1,0,0,2023-08-13,2021-06-02,103.18.89.22,null,Valid,622,0,2023-01-06 00:00:00.000000,2023-08-22,2022-08-02 16:17:05.848222,2023-02-26 09:40:10.357792
443,613,106,6337714,203,2021-04-22,2023-02-21,john60@example.com,0,0,0,2021-03-10,2021-07-16,93.102.196.187,null,Valid,880,0,2023-01-04 00:00:00.000000,2022-11-27,2024-01-14 23:16:18.701550,2024-01-17 02:50:41.801944
435,756,892,6343576,876,2022-11-17,2023-02-03,thomasbradley@example.org,0,0,0,2022-10-30,2023-08-04,135.201.167.245,null,Valid,213,0,2021-09-21 00:00:00.000000,2021-08-05,2021-04-18 14:13:04.400013,2021-04-19 05:39:04.694543
293,321,325,6373572,662,2021-06-07,2021-08-31,yhansen@example.com,0,1,0,2023-02-16,2021-12-09,33.6.15.10,null,Valid,547,0,2022-06-26 00:00:00.000000,2022-01-14,2023-11-15 07:53:10.954097,2023-12-10 22:20:40.024927
470,585,273,6390430,837,2021-04-19,2022-01-19,philliplang@example.org,1,0,1,2021-03-08,2021-12-03,115.71.38.97,null,Valid,310,1,2021-04-28 00:00:00.000000,2021-11-14,2024-01-20 18:46:22.259673,2024-01-23 06:21:18.361730
3,400,434,6394675,233,2021-08-30,2022-06-24,dianecoleman@example.com,1,0,1,2022-05-12,2022-04-18,116.171.168.127,null,Valid,755,0,2021-04-15 00:00:00.000000,2023-03-25,2021-05-14 21:40:17.657615,2021-10-21 02:52:31.420283
129,588,730,6395832,639,2021-05-08,2023-04-11,dayphilip@example.org,0,0,1,2022-01-24,2023-08-11,97.62.73.11,null,Valid,15,1,2021-09-15 00:00:00.000000,2024-01-14,2023-03-02 03:34:39.511748,2023-12-08 01:08:35.084249
271,633,76,6405863,70,2021-03-24,2022-06-01,aprilbartlett@example.org,1,0,0,2023-11-10,2023-10-03,200.182.70.203,null,Valid,522,1,2023-02-11 00:00:00.000000,2022-01-06,2023-06-02 22:39:47.135351,2023-11-25 00:49:46.675683
557,92,472,6429844,536,2022-03-27,2022-05-16,cohenmichelle@example.com,1,1,1,2021-10-25,2022-05-16,134.152.224.202,null,Suspicious,666,0,2021-01-28 00:00:00.000000,2022-05-15,2022-04-09 21:08:21.208234,2022-10-31 13:25:45.287889
196,195,398,6432335,490,2021-04-26,2023-01-02,tjones@example.net,0,1,0,2021-09-19,2022-05-27,22.94.88.144,null,Valid,268,0,2022-07-02 00:00:00.000000,2022-09-30,2023-01-10 14:01:42.996919,2023-11-08 13:23:33.016286
379,733,597,6448357,959,2021-02-28,2024-01-07,douglasbrian@example.net,0,0,1,2021-03-09,2023-11-21,208.109.76.96,null,Valid,444,0,2022-04-21 00:00:00.000000,2023-08-24,2023-01-20 10:34:03.936642,2023-05-02 02:45:42.104104
534,831,938,6466577,599,2024-01-13,2024-01-18,carrie01@example.net,1,1,1,2023-03-03,2021-04-08,64.45.77.97,null,Valid,3,1,2021-02-24 00:00:00.000000,2021-09-29,2023-06-06 03:29:28.486866,2023-06-18 23:00:26.306288
95,949,640,6478968,722,2021-04-25,2023-01-17,xhayes@example.org,0,0,0,2021-09-11,2023-10-03,52.106.171.23,null,Valid,21,1,2021-05-03 00:00:00.000000,2023-06-14,2021-11-24 01:49:02.709067,2023-06-24 12:13:16.715691
567,412,351,6484926,371,2021-10-16,2023-06-08,martinchristian@example.org,0,1,0,2021-03-13,2021-10-09,218.189.239.18,null,Valid,226,0,2023-03-31 00:00:00.000000,2022-04-19,2023-11-18 20:24:03.493162,2023-11-20 05:03:31.600293
602,457,600,6524805,308,2023-12-12,2023-12-16,jrocha@example.org,0,0,0,2022-07-01,2023-06-25,180.239.218.59,null,Valid,234,1,2023-06-24 00:00:00.000000,2022-07-02,2023-11-01 21:59:20.974349,2023-11-23 10:26:01.001006
787,6,909,6537417,791,2021-11-11,2023-04-08,traciherring@example.org,1,1,0,2021-05-28,2022-06-24,170.68.178.83,null,Valid,297,0,2022-01-16 00:00:00.000000,2021-04-05,2022-12-13 21:41:04.098793,2023-08-29 12:08:54.395999
911,588,423,6550225,118,2022-10-20,2023-04-09,michelle96@example.net,1,0,0,2021-12-17,2023-03-15,66.142.80.216,null,Valid,981,0,2023-10-02 00:00:00.000000,2022-12-26,2022-12-18 07:31:13.255890,2023-09-13 22:58:35.552784
707,763,76,6576590,188,2023-07-31,2023-12-27,ssalinas@example.org,1,1,1,2023-04-14,2022-09-01,52.160.70.7,null,Valid,483,0,2023-04-09 00:00:00.000000,2021-08-30,2022-08-12 03:25:31.788085,2023-08-23 04:01:09.430471
822,664,402,6580715,120,2023-02-23,2023-02-24,samuelmartinez@example.net,0,1,1,2021-11-22,2023-05-25,69.113.6.36,null,Valid,900,0,2022-02-19 00:00:00.000000,2022-07-04,2021-07-14 01:14:31.267088,2022-02-09 20:49:06.457623
278,693,32,6582606,136,2023-09-30,2024-01-01,tracymay@example.net,0,1,0,2021-06-28,2023-11-26,132.48.100.3,null,Valid,739,1,2021-02-21 00:00:00.000000,2023-01-18,2023-05-20 20:07:52.852833,2023-11-18 05:21:44.345950
508,942,128,6592661,65,2022-04-21,2023-08-04,hgonzalez@example.com,1,1,1,2021-09-17,2023-01-21,44.22.174.165,null,Valid,372,0,2021-11-17 00:00:00.000000,2023-10-24,2022-09-07 22:53:36.477533,2022-11-22 17:04:02.221227
495,690,70,6604117,746,2021-07-23,2023-03-25,eatonmary@example.net,1,1,1,2021-05-19,2021-09-09,156.172.91.44,null,Valid,269,1,2022-07-19 00:00:00.000000,2021-09-23,2021-03-13 17:23:29.405983,2023-12-01 20:12:23.486257
262,367,323,6622776,393,2022-09-11,2023-06-13,rebeccacole@example.net,0,1,1,2022-03-18,2022-01-10,126.91.79.163,null,Valid,627,0,2021-03-29 00:00:00.000000,2023-07-14,2023-12-29 05:50:44.609241,2024-01-25 11:55:19.978938
619,791,213,6623008,592,2022-01-06,2022-07-17,shannoncunningham@example.org,0,1,0,2021-12-12,2023-12-08,59.14.119.222,null,Valid,845,1,2022-03-13 00:00:00.000000,2022-09-09,2022-06-06 01:51:18.458406,2023-12-10 01:41:20.247694
423,370,86,6639977,156,2023-03-02,2023-08-18,rrice@example.net,0,0,1,2021-04-08,2022-08-20,178.30.81.110,null,Valid,368,0,2023-01-29 00:00:00.000000,2024-01-12,2021-12-16 12:09:48.653602,2023-01-13 11:11:17.756588
985,980,884,6645302,233,2021-07-03,2023-01-03,rodney24@example.com,1,1,0,2022-07-11,2023-03-02,216.48.243.204,null,Valid,401,1,2023-10-04 00:00:00.000000,2022-01-02,2022-05-05 15:12:42.061095,2022-08-06 05:38:11.136809
335,765,756,6672332,199,2023-08-02,2023-09-11,layers@example.com,1,1,0,2022-10-16,2023-09-11,49.173.228.177,null,Invalid,544,1,2021-10-24 00:00:00.000000,2023-11-20,2023-03-09 18:36:23.876568,2023-09-24 03:31:19.954028
380,553,762,6688102,219,2023-04-07,2023-08-23,cwilson@example.com,1,0,1,2023-10-08,2022-10-16,6.146.238.117,null,Valid,12,0,2022-10-01 00:00:00.000000,2022-09-07,2023-01-14 13:00:02.998334,2024-01-03 21:53:07.401994
89,300,777,6690242,207,2023-11-12,2023-11-30,charlene17@example.net,1,0,1,2024-01-12,2021-06-09,178.205.108.7,null,Valid,337,0,2021-04-20 00:00:00.000000,2022-09-29,2022-12-07 09:19:11.415045,2022-12-23 21:52:35.120909
131,607,65,6706780,504,2021-04-21,2022-06-25,charleshunter@example.net,0,0,0,2021-02-19,2021-05-14,89.80.21.54,null,Valid,31,0,2023-09-26 00:00:00.000000,2021-06-22,2023-10-30 00:19:59.394705,2023-11-15 14:58:46.484738
107,205,490,6707678,70,2023-07-21,2023-11-30,kathyjames@example.org,0,0,0,2022-07-19,2022-04-09,22.183.234.159,null,Valid,648,1,2021-08-12 00:00:00.000000,2021-04-12,2022-06-30 08:29:17.822392,2023-03-10 20:09:36.955173
538,68,708,6707736,732,2023-03-06,2023-06-12,browncarlos@example.org,0,1,1,2023-02-03,2022-01-23,48.187.210.84,null,Invalid,528,1,2022-12-25 00:00:00.000000,2023-08-11,2023-05-17 17:27:16.451428,2023-07-23 18:02:33.549341
191,750,856,6731695,852,2023-03-21,2023-06-28,david88@example.org,0,1,1,2021-03-17,2023-10-23,75.78.72.236,null,Valid,997,1,2021-01-31 00:00:00.000000,2023-02-11,2023-04-30 11:49:29.307041,2023-10-10 05:10:00.638135
64,243,218,6747053,301,2022-11-10,2023-10-06,jordanmichael@example.org,0,0,1,2021-12-19,2024-01-12,202.91.158.118,null,Invalid,336,0,2021-06-24 00:00:00.000000,2023-10-18,2023-06-26 16:52:40.047658,2023-06-28 23:13:08.148864
571,173,184,6756804,781,2023-07-15,2023-08-10,jillbutler@example.net,0,1,1,2022-04-21,2023-01-06,69.51.55.199,null,Valid,884,0,2022-12-31 00:00:00.000000,2023-02-27,2021-05-28 12:11:43.253536,2022-12-10 15:12:34.386929
507,607,477,6765066,615,2021-06-03,2023-12-24,duncandavid@example.org,1,0,0,2021-04-24,2021-03-08,8.223.0.98,null,Valid,483,1,2021-11-11 00:00:00.000000,2023-07-29,2022-03-11 18:54:58.939889,2023-02-26 20:25:43.883320
305,561,65,6769649,678,2021-10-29,2023-03-14,lopezgregory@example.org,1,0,1,2021-12-26,2021-09-09,78.99.33.195,null,Invalid,185,1,2022-08-03 00:00:00.000000,2021-09-18,2022-05-02 01:38:46.690881,2022-05-26 00:51:37.378777
209,120,200,6778698,217,2021-05-23,2021-10-21,sarahmcdonald@example.net,1,1,1,2021-05-05,2023-10-07,120.124.196.131,null,Valid,801,1,2021-10-07 00:00:00.000000,2023-01-19,2023-09-28 02:45:37.718442,2023-11-05 03:32:16.326878
726,707,577,6790128,387,2023-12-20,2024-01-06,npowell@example.org,0,0,1,2021-12-17,2022-01-04,71.99.233.167,null,Valid,76,0,2023-03-24 00:00:00.000000,2021-10-10,2021-03-09 14:55:52.333323,2023-10-14 17:13:22.347121
823,875,12,6791415,5,2023-05-17,2023-08-29,jeffreyanderson@example.org,0,0,0,2023-05-05,2023-06-03,125.19.130.165,null,Valid,599,0,2022-12-10 00:00:00.000000,2021-06-14,2023-09-22 05:12:09.644165,2024-01-15 23:36:10.682847
930,533,50,6793287,983,2021-05-09,2024-01-02,princedaniel@example.org,1,1,0,2022-08-06,2021-06-28,212.13.159.169,null,Valid,515,1,2023-09-09 00:00:00.000000,2023-06-24,2021-11-28 07:51:30.170466,2023-05-07 23:09:38.349915
852,27,580,6807695,714,2021-10-30,2022-04-17,hodgestonya@example.net,1,1,0,2022-03-28,2023-03-02,98.36.168.113,null,Valid,484,0,2021-03-21 00:00:00.000000,2024-01-07,2022-05-11 12:04:39.565567,2023-01-06 05:06:34.141839
314,973,324,6812868,250,2023-06-21,2023-10-27,jacksongarza@example.org,0,0,1,2021-02-04,2023-04-12,45.240.198.41,null,Valid,309,1,2023-03-01 00:00:00.000000,2021-05-23,2023-10-04 11:00:17.985732,2023-12-19 22:13:24.204151
12,123,477,6813573,813,2024-01-23,2024-01-24,webbblake@example.org,1,0,0,2023-01-07,2023-03-17,11.18.197.28,null,Suspicious,398,0,2023-01-28 00:00:00.000000,2024-01-15,2021-08-10 12:36:31.567317,2022-01-25 19:08:19.315998
465,161,603,6820344,746,2022-02-08,2022-02-27,wsanders@example.org,0,0,0,2021-04-19,2022-10-03,153.108.243.252,null,Valid,635,1,2022-10-19 00:00:00.000000,2022-04-24,2023-02-15 10:15:35.933957,2023-06-26 12:08:12.531875
358,503,550,6822332,452,2022-07-18,2022-08-23,douglasmichelle@example.net,0,1,0,2022-10-16,2022-06-17,63.213.231.238,null,Valid,111,0,2023-02-07 00:00:00.000000,2022-04-10,2021-10-17 06:33:54.397589,2022-04-02 16:00:44.437236
166,195,86,6826914,881,2022-10-04,2023-03-09,robertwallace@example.net,1,1,1,2022-05-07,2021-11-06,138.85.71.93,null,Valid,49,0,2022-09-03 00:00:00.000000,2021-09-09,2022-10-05 18:29:27.566339,2022-12-08 12:16:36.977858
387,745,202,6838954,92,2022-03-17,2022-09-14,romanbernard@example.com,1,1,0,2023-12-08,2022-09-20,51.191.65.33,null,Valid,957,0,2023-06-28 00:00:00.000000,2021-03-23,2021-06-21 03:53:15.520507,2023-09-18 15:45:27.290395
275,634,534,6840636,620,2021-05-05,2023-03-02,rogerscandice@example.com,0,0,0,2023-12-18,2021-03-30,103.116.175.59,null,Valid,434,0,2021-10-05 00:00:00.000000,2022-09-16,2022-12-02 19:57:32.372057,2023-07-05 18:58:34.055903
29,409,908,6854137,898,2021-05-30,2021-08-07,justinsmith@example.org,1,0,0,2023-12-28,2021-08-08,2.86.168.24,null,Invalid,191,0,2021-12-10 00:00:00.000000,2022-05-18,2023-06-14 08:35:52.998475,2023-09-04 19:48:19.587592
472,373,638,6858958,639,2021-07-17,2023-12-24,karen64@example.net,0,1,1,2023-01-31,2023-01-21,193.110.228.163,null,Valid,590,0,2022-04-15 00:00:00.000000,2021-08-22,2022-06-20 21:33:21.499144,2023-10-26 22:17:39.971319
641,536,306,6867445,529,2021-11-19,2022-07-09,wesleywebb@example.net,1,1,1,2021-12-10,2022-01-05,214.184.172.243,null,Valid,882,1,2023-08-07 00:00:00.000000,2023-03-11,2021-05-07 09:40:14.463295,2022-09-01 10:30:14.291357
624,366,880,6871146,431,2023-05-16,2023-06-09,erica60@example.net,0,1,1,2023-08-18,2021-09-12,111.154.20.253,null,Valid,153,1,2021-05-12 00:00:00.000000,2023-04-07,2023-08-12 00:01:04.236547,2023-11-26 03:46:39.887280
150,184,457,6887880,502,2023-05-24,2023-12-14,matthew12@example.com,0,0,0,2021-04-24,2021-09-17,171.68.29.22,null,Valid,237,1,2022-04-19 00:00:00.000000,2023-10-07,2022-05-26 11:21:36.904106,2022-10-21 06:14:41.172579
206,878,415,6889147,493,2021-12-25,2021-12-30,edwardsnicholas@example.com,0,0,1,2022-09-04,2021-03-22,176.192.223.154,null,Valid,670,0,2023-09-16 00:00:00.000000,2022-04-11,2021-11-16 03:11:29.482688,2022-08-12 00:31:49.875709
664,925,520,6896479,605,2023-02-28,2023-11-15,valenzuelacameron@example.org,0,1,1,2021-05-08,2021-02-07,78.177.10.221,null,Invalid,349,1,2023-11-19 00:00:00.000000,2021-02-03,2023-09-25 15:08:07.839404,2023-11-12 06:54:24.715860
115,659,514,6899448,295,2023-10-11,2023-12-11,dharper@example.org,1,0,1,2022-08-09,2023-03-11,222.221.226.62,null,Valid,287,0,2021-05-31 00:00:00.000000,2023-01-31,2023-10-21 09:19:07.023230,2024-01-05 11:44:02.477107
266,501,255,6929179,848,2021-12-18,2023-08-31,lindaphillips@example.net,1,0,0,2022-04-08,2022-05-03,178.204.227.90,null,Valid,109,1,2023-11-23 00:00:00.000000,2023-04-17,2022-02-02 11:26:01.203749,2023-05-20 15:42:07.318606
234,190,713,6929747,956,2022-09-13,2022-11-02,pamela19@example.net,1,0,0,2021-06-29,2021-09-13,195.32.167.3,null,Suspicious,56,1,2022-08-12 00:00:00.000000,2021-02-19,2021-06-14 06:26:34.484010,2022-07-24 23:59:32.124932
143,828,45,6945377,299,2021-02-07,2021-06-01,valenciamichael@example.com,0,1,0,2023-04-29,2021-12-21,36.91.101.175,null,Valid,682,1,2021-06-14 00:00:00.000000,2022-08-23,2023-06-24 00:46:29.009866,2023-08-31 21:23:02.824278
328,930,269,6949681,392,2021-03-01,2021-06-16,irwinandrea@example.net,1,1,0,2021-09-01,2022-07-26,87.42.183.191,null,Valid,13,1,2023-09-21 00:00:00.000000,2023-10-19,2021-06-12 05:46:22.510132,2023-05-10 07:56:59.870474
700,80,337,6981911,882,2021-03-11,2021-05-04,mathewberry@example.org,0,1,1,2022-11-08,2021-07-04,60.82.21.75,null,Invalid,543,1,2021-04-19 00:00:00.000000,2023-03-07,2021-07-04 10:20:27.042694,2021-09-07 07:04:03.834312
428,470,836,6986308,122,2023-10-04,2023-11-03,abond@example.net,0,1,0,2023-04-07,2022-09-01,80.132.9.59,null,Valid,232,0,2022-11-02 00:00:00.000000,2023-09-23,2023-05-29 17:43:07.910419,2023-11-01 22:06:11.178729
111,394,532,6991892,243,2022-02-14,2022-09-04,dennis56@example.net,1,1,1,2021-05-27,2021-10-07,75.45.96.130,null,Valid,453,0,2022-07-17 00:00:00.000000,2023-05-22,2021-07-05 02:38:03.710652,2022-09-19 21:31:22.251871
922,801,142,7013455,584,2022-05-21,2022-08-10,janicerobinson@example.net,1,1,1,2021-08-23,2022-01-31,201.240.12.101,null,Valid,992,1,2023-03-08 00:00:00.000000,2023-04-17,2022-04-08 17:58:19.314631,2023-06-13 04:18:15.908162
